,frame,cow_id,xc,yc,distance,meal,water
0,434,1,112,361,0,1,0
0,434,2,165,364,1,1,0
0,434,5,234,299,0,0,0
0,434,3,187,109,0,0,0
0,435,1,112,361,0,1,0
0,435,2,164,363,1,1,0
0,435,5,234,298,1,0,0
0,435,3,187,110,0,0,0
0,436,1,112,361,1,1,0
0,436,2,165,363,1,1,0
0,436,5,234,298,0,0,0
0,436,3,187,110,0,0,0
0,437,1,112,361,0,1,0
0,437,2,164,363,2,1,0
0,437,5,234,297,1,0,0
0,437,3,186,109,0,0,0
0,438,1,112,361,0,1,0
0,438,2,164,363,1,1,0
0,438,5,234,297,1,0,0
0,438,3,186,109,0,0,0
0,439,1,112,361,0,1,0
0,439,2,165,364,2,1,0
0,439,5,234,296,0,0,0
0,439,3,185,108,1,0,0
0,440,1,111,362,4,1,0
0,440,2,164,363,2,1,0
0,440,5,234,296,1,0,0
0,440,3,185,107,0,0,0
0,441,1,111,363,2,1,0
0,441,2,165,364,1,1,0
0,441,5,233,296,0,0,0
0,441,3,185,107,0,0,0
0,442,1,112,362,5,1,0
0,442,2,165,364,0,1,0
0,442,5,233,296,0,0,0
0,442,3,185,107,0,0,0
0,443,1,111,361,1,1,0
0,443,2,165,364,0,1,0
0,443,5,233,295,0,0,0
0,443,3,185,107,0,0,0
0,444,1,111,363,5,1,0
0,444,2,165,364,0,1,0
0,444,5,233,295,0,0,0
0,444,3,185,106,0,0,0
0,445,1,111,362,3,1,0
0,445,2,165,364,1,1,0
0,445,5,233,295,0,0,0
0,445,3,184,106,0,0,0
0,446,1,111,364,5,1,0
0,446,2,165,364,0,1,0
0,446,5,233,296,1,0,0
0,446,3,184,107,0,0,0
0,447,1,111,364,0,1,0
0,447,2,165,364,2,1,0
0,447,5,233,296,1,0,0
0,447,3,185,106,0,0,0
0,448,1,110,363,1,1,0
0,448,2,165,363,0,1,0
0,448,5,233,298,2,0,0
0,448,3,185,107,0,0,0
0,449,1,110,364,1,1,0
0,449,2,165,363,0,1,0
0,449,5,232,298,1,0,0
0,449,3,185,107,0,0,0
0,450,1,110,364,1,1,0
0,450,2,166,365,3,1,0
0,450,5,232,297,1,0,0
0,450,3,185,107,0,0,0
0,451,1,111,362,7,1,0
0,451,2,165,364,1,1,0
0,451,5,231,298,0,0,0
0,451,3,185,107,0,0,0
0,452,1,111,362,3,1,0
0,452,2,165,364,0,1,0
0,452,5,229,298,6,0,0
0,452,3,185,106,0,0,0
0,453,1,112,361,1,1,0
0,453,2,165,364,1,1,0
0,453,5,227,297,5,0,0
0,453,3,185,107,1,0,0
0,454,1,112,361,0,1,0
0,454,2,165,364,0,1,0
0,454,5,225,297,4,0,0
0,454,3,184,108,1,0,0
0,455,1,109,364,12,1,0
0,455,2,165,363,0,1,0
0,455,5,226,296,3,0,0
0,455,3,184,108,0,0,0
0,456,1,110,365,2,1,0
0,456,2,165,364,1,1,0
0,456,5,227,296,1,0,0
0,456,3,184,108,0,0,0
0,457,1,111,365,3,1,0
0,457,2,165,364,1,1,0
0,457,5,226,296,1,0,0
0,457,3,185,109,0,0,0
0,457,4,86,376,0,1,0
0,458,1,112,365,2,1,0
0,458,2,165,363,1,1,0
0,458,5,218,299,22,0,0
0,458,3,184,109,0,0,0
0,458,4,86,377,2,1,0
0,459,1,112,365,0,1,0
0,459,2,165,363,0,1,0
0,459,5,215,300,9,0,0
0,459,3,184,109,0,0,0
0,459,4,86,376,0,1,0
0,460,1,112,365,0,1,0
0,460,2,165,364,0,1,0
0,460,5,214,298,4,0,0
0,460,3,184,110,0,0,0
0,460,4,86,375,2,1,0
0,461,1,112,365,0,1,0
0,461,2,164,363,2,1,0
0,461,5,214,297,1,0,0
0,461,3,184,108,1,0,0
0,461,4,86,376,1,1,0
0,462,1,112,365,0,1,0
0,462,2,165,363,0,1,0
0,462,5,214,298,1,0,0
0,462,3,183,108,1,0,0
0,462,4,87,376,0,1,0
0,463,1,112,365,0,1,0
0,463,2,164,363,0,1,0
0,463,5,214,296,3,0,0
0,463,3,182,107,1,0,0
0,463,4,86,375,4,1,0
0,464,1,112,365,0,1,0
0,464,2,164,363,0,1,0
0,464,5,213,296,1,0,0
0,464,3,182,107,0,0,0
0,464,4,85,373,3,1,0
0,465,1,112,363,6,1,0
0,465,2,165,363,1,1,0
0,465,5,213,298,3,0,0
0,465,3,182,106,0,0,0
0,465,4,85,373,1,1,0
0,466,1,112,363,2,1,0
0,466,2,165,363,1,1,0
0,466,5,213,301,8,0,0
0,466,3,182,106,0,0,0
0,466,4,84,372,1,1,0
0,467,1,112,362,1,1,0
0,467,2,165,363,0,1,0
0,467,5,211,300,4,0,0
0,467,3,182,105,0,0,0
0,467,4,86,371,10,1,0
0,468,1,112,362,0,1,0
0,468,2,166,364,0,1,0
0,468,5,211,298,2,0,0
0,468,3,181,104,0,0,0
0,468,4,88,370,4,1,0
0,469,1,112,362,0,1,0
0,469,2,166,364,1,1,0
0,469,5,210,297,3,0,0
0,469,3,181,104,0,0,0
0,469,4,86,371,4,1,0
0,470,1,110,365,10,1,0
0,470,2,166,364,0,1,0
0,470,5,210,296,1,0,0
0,470,3,182,104,1,0,0
0,470,4,87,374,8,1,0
0,471,1,111,363,5,1,0
0,471,2,165,364,0,1,0
0,471,5,210,296,0,0,0
0,471,3,182,105,0,0,0
0,471,4,87,373,2,1,0
0,472,1,110,365,6,1,0
0,472,2,165,364,1,1,0
0,472,5,209,295,2,0,0
0,472,3,182,105,1,0,0
0,472,4,87,374,3,1,0
0,473,1,109,366,4,1,0
0,473,2,166,364,1,1,0
0,473,5,209,294,0,0,0
0,473,3,183,105,1,0,0
0,474,1,109,367,2,1,0
0,474,2,166,365,2,1,0
0,474,5,209,295,1,0,0
0,474,3,185,105,2,0,0
0,475,1,111,364,12,1,0
0,475,2,165,364,2,1,0
0,475,5,208,295,1,0,0
0,475,3,185,105,1,0,0
0,476,1,111,362,4,1,0
0,476,2,165,364,0,1,0
0,476,5,208,295,0,0,0
0,476,3,185,105,0,0,0
0,477,1,111,362,2,1,0
0,477,2,165,365,1,1,0
0,477,5,208,295,0,0,0
0,477,3,186,106,1,0,0
0,478,1,112,361,1,1,0
0,478,2,166,365,1,1,0
0,478,5,208,295,1,0,0
0,478,3,186,108,1,0,0
0,479,1,112,361,0,1,0
0,479,2,166,365,0,1,0
0,479,5,208,294,1,0,0
0,479,3,188,109,2,0,0
0,480,1,112,361,0,1,0
0,480,2,166,364,1,1,0
0,480,5,207,293,1,0,0
0,480,3,189,109,2,0,0
0,481,1,111,361,2,1,0
0,481,2,165,364,2,1,0
0,481,5,208,293,1,0,0
0,481,3,190,110,0,0,0
0,482,1,111,361,0,1,0
0,482,2,165,363,0,1,0
0,482,5,208,294,2,0,0
0,482,3,190,111,1,0,0
0,483,1,111,361,1,1,0
0,483,2,165,363,0,1,0
0,483,5,208,294,0,0,0
0,483,3,191,111,1,0,0
0,484,1,111,361,0,1,0
0,484,2,165,364,1,1,0
0,484,5,209,292,4,0,0
0,484,3,194,115,5,0,0
0,485,1,111,362,0,1,0
0,485,2,166,364,2,1,0
0,485,5,209,291,2,0,0
0,485,3,193,111,4,0,0
0,486,1,111,362,0,1,0
0,486,2,167,364,1,1,0
0,486,5,209,290,0,0,0
0,486,3,195,112,3,0,0
0,487,1,111,362,1,1,0
0,487,2,166,364,1,1,0
0,487,5,209,290,1,0,0
0,487,3,194,108,3,0,0
0,488,1,111,361,0,1,0
0,488,2,167,364,1,1,0
0,488,5,208,289,1,0,0
0,488,3,194,108,0,0,0
0,489,1,111,362,0,1,0
0,489,2,167,365,1,1,0
0,489,5,208,288,1,0,0
0,489,3,193,106,1,0,0
0,490,1,111,362,1,1,0
0,490,2,167,365,0,1,0
0,490,5,208,288,1,0,0
0,490,3,194,107,1,0,0
0,491,1,111,362,0,1,0
0,491,2,167,365,0,1,0
0,491,5,209,288,0,0,0
0,491,3,196,110,3,0,0
0,492,1,111,362,0,1,0
0,492,2,167,364,0,1,0
0,492,5,208,288,1,0,0
0,492,3,195,110,1,0,0
0,493,1,112,362,0,1,0
0,493,2,167,364,0,1,0
0,493,5,207,287,2,0,0
0,493,3,188,101,12,0,1
0,494,1,112,362,0,1,0
0,494,2,167,364,2,1,0
0,494,5,207,287,1,0,0
0,494,3,182,93,10,0,1
0,495,1,112,362,0,1,0
0,495,2,167,364,1,1,0
0,495,5,206,287,2,0,0
0,495,3,179,88,5,0,1
0,495,4,210,132,0,0,0
0,496,1,112,361,3,1,0
0,496,2,167,363,1,1,0
0,496,5,204,287,4,0,0
0,496,3,177,82,5,0,1
0,496,4,214,137,7,0,0
0,497,1,112,361,1,1,0
0,497,2,167,363,1,1,0
0,497,5,204,287,2,0,0
0,497,3,175,81,2,0,1
0,497,4,218,142,8,0,0
0,498,1,112,361,0,1,0
0,498,2,166,363,0,1,0
0,498,5,203,286,1,0,0
0,498,3,174,79,2,0,1
0,498,4,220,143,3,0,0
0,499,1,111,361,0,1,0
0,499,2,167,363,2,1,0
0,499,5,203,284,3,0,0
0,499,3,174,78,0,0,1
0,499,4,223,145,4,0,0
0,500,1,111,361,0,1,0
0,500,2,166,364,0,1,0
0,500,5,202,282,3,0,0
0,500,3,174,77,0,0,1
0,500,4,224,147,3,0,0
0,501,1,111,361,0,1,0
0,501,2,166,363,0,1,0
0,501,5,202,281,1,0,0
0,501,3,174,76,0,0,1
0,501,4,225,147,1,0,0
0,502,1,111,361,0,1,0
0,502,2,166,364,0,1,0
0,502,5,201,280,1,0,0
0,502,3,174,77,0,0,1
0,502,4,225,147,0,0,0
0,503,1,111,361,0,1,0
0,503,2,166,364,0,1,0
0,503,5,202,279,2,0,0
0,503,3,174,76,0,0,1
0,503,4,225,148,0,0,0
0,504,1,111,361,0,1,0
0,504,2,167,364,2,1,0
0,504,5,201,278,2,0,0
0,504,3,175,77,1,0,1
0,504,4,225,147,1,0,0
0,505,1,111,361,0,1,0
0,505,2,167,364,0,1,0
0,505,5,199,277,3,0,0
0,505,3,174,76,0,0,1
0,505,4,226,148,2,0,0
0,506,1,111,361,0,1,0
0,506,2,167,364,0,1,0
0,506,5,199,276,2,0,0
0,506,3,174,75,0,0,1
0,506,4,227,149,1,0,0
0,507,1,111,361,0,1,0
0,507,2,166,364,1,1,0
0,507,5,198,275,2,0,0
0,507,3,174,75,0,0,1
0,507,4,226,149,1,0,0
0,508,1,112,361,1,1,0
0,508,2,166,363,2,1,0
0,508,5,197,274,2,0,0
0,508,3,174,76,0,0,1
0,508,4,225,149,2,0,0
0,509,1,111,361,0,1,0
0,509,2,165,363,1,1,0
0,509,5,196,274,0,0,0
0,509,3,174,76,0,0,1
0,509,4,224,148,0,0,0
0,509,6,221,379,0,1,0
0,510,1,111,361,1,1,0
0,510,2,165,364,0,1,0
0,510,5,195,273,2,0,0
0,510,3,174,76,0,0,1
0,510,4,223,148,2,0,0
0,510,6,221,379,0,1,0
0,511,1,111,361,0,1,0
0,511,2,165,364,0,1,0
0,511,5,195,272,2,0,0
0,511,3,173,76,0,0,1
0,511,4,224,150,2,0,0
0,511,6,221,379,0,1,0
0,512,1,111,362,0,1,0
0,512,2,165,364,1,1,0
0,512,5,194,272,1,0,0
0,512,3,173,77,0,0,1
0,512,4,223,150,1,0,0
0,512,6,221,379,0,1,0
0,513,1,109,363,9,1,0
0,513,2,166,365,2,1,0
0,513,5,195,272,1,0,0
0,513,3,174,79,1,0,1
0,513,4,223,150,0,0,0
0,514,1,108,364,4,1,0
0,514,2,166,364,1,1,0
0,514,5,196,272,2,0,0
0,514,3,174,78,0,0,1
0,514,4,223,150,0,0,0
0,515,1,108,365,1,1,0
0,515,2,165,364,1,1,0
0,515,5,197,272,4,0,0
0,515,3,174,79,0,0,1
0,515,4,222,151,1,0,0
0,516,1,108,365,0,1,0
0,516,2,165,364,0,1,0
0,516,5,198,272,1,0,0
0,516,3,174,79,0,0,1
0,516,4,222,151,1,0,0
0,517,1,110,363,10,1,0
0,517,2,165,364,0,1,0
0,517,5,199,271,3,0,0
0,517,3,173,77,1,0,1
0,517,4,221,150,1,0,0
0,518,1,111,362,4,1,0
0,518,2,166,364,2,1,0
0,518,5,200,270,2,0,0
0,518,3,173,77,0,0,1
0,518,4,221,150,0,0,0
0,519,1,111,361,2,1,0
0,519,2,166,364,0,1,0
0,519,5,199,270,2,0,0
0,519,3,172,76,1,0,1
0,519,4,221,150,1,0,0
0,520,1,111,361,0,1,0
0,520,2,166,364,1,1,0
0,520,5,198,270,3,0,0
0,520,3,173,78,1,0,1
0,520,4,221,150,0,0,0
0,520,6,221,379,0,1,0
0,521,1,111,361,0,1,0
0,521,2,166,364,0,1,0
0,521,5,197,270,0,0,0
0,521,3,172,77,0,0,1
0,521,4,221,150,0,0,0
0,522,1,111,361,0,1,0
0,522,2,166,364,1,1,0
0,522,5,197,270,0,0,0
0,522,3,172,76,0,0,1
0,522,4,222,150,0,0,0
0,523,1,112,361,0,1,0
0,523,2,166,364,0,1,0
0,523,5,197,269,1,0,0
0,523,3,172,76,0,0,1
0,523,4,221,149,0,0,0
0,524,1,112,361,0,1,0
0,524,2,166,364,1,1,0
0,524,5,197,269,0,0,0
0,524,3,172,76,0,0,1
0,524,4,221,145,4,0,0
0,524,6,221,380,0,1,0
0,525,1,111,361,0,1,0
0,525,2,166,365,1,1,0
0,525,5,197,268,1,0,0
0,525,3,172,75,0,0,1
0,525,4,222,145,2,0,0
0,526,1,112,361,0,1,0
0,526,2,166,364,0,1,0
0,526,5,198,267,3,0,0
0,526,3,172,75,0,0,1
0,526,4,223,149,4,0,0
0,527,1,112,361,0,1,0
0,527,2,166,364,0,1,0
0,527,5,202,266,10,0,0
0,527,3,172,76,0,0,1
0,527,4,222,150,1,0,0
0,528,1,112,361,0,1,0
0,528,2,166,364,0,1,0
0,528,5,204,265,5,0,0
0,528,3,172,76,0,0,1
0,528,4,222,151,1,0,0
0,529,1,112,361,0,1,0
0,529,2,167,365,1,1,0
0,529,5,205,265,2,0,0
0,529,3,172,77,1,0,1
0,529,4,221,150,0,0,0
0,530,1,112,361,0,1,0
0,530,2,166,364,1,1,0
0,530,5,204,264,1,0,0
0,530,3,172,78,1,0,1
0,530,4,221,150,0,0,0
0,531,1,112,361,0,1,0
0,531,2,166,364,0,1,0
0,531,5,204,264,0,0,0
0,531,3,172,76,1,0,1
0,531,4,221,148,1,0,0
0,532,1,112,360,0,1,0
0,532,2,165,363,3,1,0
0,532,5,204,264,1,0,0
0,532,3,172,77,1,0,1
0,532,4,220,148,1,0,0
0,533,1,112,360,0,1,0
0,533,2,165,363,0,1,0
0,533,5,205,264,2,0,0
0,533,3,173,79,1,0,1
0,533,4,219,147,1,0,0
0,534,1,111,360,0,1,0
0,534,2,165,363,0,1,0
0,534,5,205,263,1,0,0
0,534,3,173,80,1,0,1
0,534,4,219,147,0,0,0
0,535,1,111,360,0,1,0
0,535,2,166,363,1,1,0
0,535,5,206,262,2,0,0
0,535,3,175,81,1,0,1
0,535,4,220,146,1,0,0
0,536,1,111,360,0,1,0
0,536,2,166,363,0,1,0
0,536,5,206,262,0,0,0
0,536,3,175,82,1,0,1
0,536,4,220,146,1,0,0
0,537,1,111,360,0,1,0
0,537,2,165,363,0,1,0
0,537,5,206,261,1,0,0
0,537,3,177,85,2,0,1
0,537,4,218,140,6,0,0
0,538,1,111,360,0,1,0
0,538,2,166,363,1,1,0
0,538,5,208,261,4,0,0
0,538,3,178,85,1,0,1
0,538,4,215,134,7,0,0
0,539,1,111,360,0,1,0
0,539,2,166,363,1,1,0
0,539,5,207,260,1,0,0
0,539,3,178,88,2,0,1
0,539,4,216,136,2,0,0
0,539,6,85,378,0,1,0
0,540,1,111,360,0,1,0
0,540,2,166,364,0,1,0
0,540,5,206,260,2,0,0
0,540,3,178,86,1,0,1
0,540,4,216,137,0,0,0
0,540,6,85,378,0,1,0
0,541,1,111,360,0,1,0
0,541,2,167,364,1,1,0
0,541,5,207,259,3,0,0
0,541,3,181,89,4,0,1
0,541,4,215,135,2,0,0
0,541,6,84,375,9,1,0
0,542,1,111,360,0,1,0
0,542,2,167,363,1,1,0
0,542,5,206,258,1,0,0
0,542,3,183,91,3,0,1
0,542,4,214,133,2,0,0
0,542,6,84,374,2,1,0
0,543,1,111,360,0,1,0
0,543,2,167,364,0,1,0
0,543,5,206,258,0,0,0
0,543,3,181,91,2,0,1
0,543,4,214,131,2,0,0
0,543,6,84,375,0,1,0
0,544,1,111,360,0,1,0
0,544,2,166,363,0,1,0
0,544,5,205,258,1,0,0
0,544,4,214,128,2,0,0
0,544,6,84,375,0,1,0
0,545,1,111,359,0,1,0
0,545,2,166,363,1,1,0
0,545,5,204,258,3,0,0
0,545,4,214,129,0,0,0
0,545,6,84,375,0,1,0
0,546,1,111,360,0,1,0
0,546,2,166,363,1,1,0
0,546,5,204,257,0,0,0
0,546,4,214,130,1,0,0
0,546,6,84,374,0,1,0
0,547,1,111,360,0,1,0
0,547,2,166,363,1,1,0
0,547,5,203,257,1,0,0
0,547,4,214,130,0,0,0
0,547,6,84,375,0,1,0
0,548,1,111,360,0,1,0
0,548,2,167,364,1,1,0
0,548,5,203,257,0,0,0
0,548,4,214,131,0,0,0
0,548,6,84,374,1,1,0
0,549,1,111,360,0,1,0
0,549,2,166,363,0,1,0
0,549,5,203,257,0,0,0
0,549,4,214,132,1,0,0
0,549,6,84,374,0,1,0
0,550,1,111,360,0,1,0
0,550,2,166,363,0,1,0
0,550,5,202,257,1,0,0
0,550,4,213,132,0,0,0
0,550,6,84,374,0,1,0
0,551,1,111,360,0,1,0
0,551,2,166,364,0,1,0
0,551,5,203,256,1,0,0
0,551,4,213,134,1,0,0
0,551,6,84,374,0,1,0
0,552,1,111,360,0,1,0
0,552,2,167,364,1,1,0
0,552,5,203,256,1,0,0
0,552,4,213,134,0,0,0
0,552,6,84,374,0,1,0
0,553,1,111,360,0,1,0
0,553,2,167,364,0,1,0
0,553,5,203,255,1,0,0
0,553,4,214,135,0,0,0
0,553,6,84,374,1,1,0
0,554,1,112,360,0,1,0
0,554,2,167,364,0,1,0
0,554,5,203,253,3,0,0
0,554,4,213,135,0,0,0
0,555,1,112,360,0,1,0
0,555,2,167,364,0,1,0
0,555,5,202,251,3,0,0
0,555,4,213,134,1,0,0
0,556,1,111,359,0,1,0
0,556,2,167,364,0,1,0
0,556,5,201,249,2,0,0
0,556,4,215,136,2,0,0
0,557,1,111,359,0,1,0
0,557,2,167,364,0,1,0
0,557,5,202,248,3,0,0
0,557,4,215,136,0,0,0
0,558,1,111,360,0,1,0
0,558,2,167,364,0,1,0
0,558,5,201,248,4,0,0
0,558,4,215,135,1,0,0
0,559,1,111,360,0,1,0
0,559,2,167,364,0,1,0
0,559,5,199,247,4,0,0
0,559,4,216,136,0,0,0
0,560,1,111,360,0,1,0
0,560,2,167,364,0,1,0
0,560,5,199,248,0,0,0
0,560,4,215,135,0,0,0
0,561,1,111,360,0,1,0
0,561,2,167,364,1,1,0
0,561,5,199,247,2,0,0
0,561,4,216,136,0,0,0
0,562,1,111,360,0,1,0
0,562,2,167,364,1,1,0
0,562,5,200,248,2,0,0
0,562,4,215,134,1,0,0
0,563,1,111,359,0,1,0
0,563,2,167,363,0,1,0
0,563,5,200,249,0,0,0
0,563,4,214,134,1,0,0
0,564,1,111,360,0,1,0
0,564,2,167,364,1,1,0
0,564,5,199,251,4,0,0
0,564,4,214,135,1,0,0
0,565,1,112,360,1,1,0
0,565,2,167,364,0,1,0
0,565,5,196,250,7,0,0
0,565,4,213,133,1,0,0
0,565,6,84,375,0,1,0
0,566,1,112,360,0,1,0
0,566,2,167,364,0,1,0
0,566,5,192,249,8,0,0
0,566,4,213,133,0,0,0
0,566,6,85,377,5,1,0
0,567,1,112,361,0,1,0
0,567,2,167,364,0,1,0
0,567,5,188,248,9,0,0
0,567,4,214,136,2,0,0
0,567,6,84,375,3,1,0
0,568,1,112,361,0,1,0
0,568,2,167,364,0,1,0
0,568,5,186,247,3,0,0
0,568,4,214,137,0,0,0
0,568,6,84,375,1,1,0
0,569,1,112,361,0,1,0
0,569,2,167,364,0,1,0
0,569,5,187,244,4,0,0
0,569,4,214,136,1,0,0
0,569,6,84,374,1,1,0
0,570,1,112,361,0,1,0
0,570,2,167,365,0,1,0
0,570,5,187,242,3,0,0
0,570,4,214,135,0,0,0
0,570,6,84,374,0,1,0
0,571,1,112,361,0,1,0
0,571,2,168,365,1,1,0
0,571,5,186,241,3,0,0
0,571,4,215,136,1,0,0
0,571,6,86,374,6,1,0
0,572,1,112,361,0,1,0
0,572,2,167,365,0,1,0
0,572,5,184,240,3,0,0
0,572,4,215,136,0,0,0
0,572,6,87,373,3,1,0
0,572,3,179,90,0,0,1
0,573,1,112,361,0,1,0
0,573,2,167,365,0,1,0
0,573,5,184,240,1,0,0
0,573,4,216,137,0,0,0
0,573,6,87,373,0,1,0
0,573,3,179,90,0,0,1
0,574,1,111,361,0,1,0
0,574,2,167,365,1,1,0
0,574,5,182,238,4,0,0
0,574,4,216,137,0,0,0
0,574,6,86,373,1,1,0
0,574,3,179,90,0,0,1
0,575,1,111,361,1,1,0
0,575,2,168,365,0,1,0
0,575,5,178,236,8,0,0
0,575,4,216,137,0,0,0
0,575,6,86,373,1,1,0
0,575,3,179,90,0,0,1
0,576,1,112,362,0,1,0
0,576,2,168,366,0,1,0
0,576,5,175,234,5,0,0
0,576,4,215,136,1,0,0
0,576,6,85,374,5,1,0
0,576,3,179,90,0,0,1
0,577,1,112,362,0,1,0
0,577,2,168,366,0,1,0
0,577,5,174,232,2,0,0
0,577,4,214,134,1,0,0
0,577,6,85,374,2,1,0
0,578,1,111,362,0,1,0
0,578,2,167,365,1,1,0
0,578,5,174,232,1,0,0
0,578,4,214,135,0,0,0
0,578,6,86,373,5,1,0
0,579,1,111,362,0,1,0
0,579,2,167,365,0,1,0
0,579,5,173,229,3,0,0
0,579,4,213,135,1,0,0
0,579,6,86,373,1,1,0
0,580,1,111,362,1,1,0
0,580,2,167,365,0,1,0
0,580,5,172,227,3,0,0
0,580,4,213,134,0,0,0
0,580,6,87,373,1,1,0
0,581,1,111,364,5,1,0
0,581,2,167,364,0,1,0
0,581,5,172,224,4,0,0
0,581,4,212,133,1,0,0
0,581,6,86,373,1,1,0
0,582,1,112,366,3,1,0
0,582,2,167,365,0,1,0
0,582,5,172,223,1,0,0
0,582,4,213,135,1,0,0
0,582,6,86,372,0,1,0
0,583,1,112,367,3,1,0
0,583,2,168,365,0,1,0
0,583,5,172,222,2,0,0
0,583,4,214,138,3,0,0
0,583,6,86,373,1,1,0
0,583,3,183,90,0,0,1
0,584,1,112,367,1,1,0
0,584,2,168,365,0,1,0
0,584,5,172,219,3,0,0
0,584,4,215,142,3,0,0
0,584,6,86,373,0,1,0
0,584,3,182,90,0,0,1
0,585,1,113,368,1,1,0
0,585,2,168,364,0,1,0
0,585,5,172,219,0,0,0
0,585,4,215,144,1,0,0
0,585,6,85,372,1,1,0
0,585,3,183,89,0,0,1
0,586,1,113,369,2,1,0
0,586,2,168,365,1,1,0
0,586,5,172,218,1,0,0
0,586,4,215,142,2,0,0
0,586,6,84,373,4,1,0
0,586,3,184,91,1,0,1
0,587,1,114,370,3,1,0
0,587,2,168,365,0,1,0
0,587,5,172,217,1,0,0
0,587,4,216,144,3,0,0
0,587,6,84,373,2,1,0
0,587,3,183,89,1,0,1
0,588,1,114,371,1,1,0
0,588,2,168,365,0,1,0
0,588,5,171,217,1,0,0
0,588,4,216,144,0,0,0
0,588,6,84,373,0,1,0
0,588,3,183,89,0,0,1
0,589,1,115,371,1,1,0
0,589,2,167,365,0,1,0
0,589,5,170,216,1,0,0
0,589,4,215,142,2,0,0
0,589,6,84,373,0,1,0
0,589,3,183,88,0,0,1
0,590,1,115,372,2,1,0
0,590,2,167,365,0,1,0
0,590,5,170,215,2,0,0
0,590,4,215,141,1,0,0
0,590,6,84,374,2,1,0
0,590,3,184,90,1,0,1
0,591,1,116,373,2,1,0
0,591,2,168,366,1,1,0
0,591,5,169,214,1,0,0
0,591,4,215,144,2,0,0
0,591,6,85,375,1,1,0
0,591,3,183,90,0,0,1
0,592,1,116,373,1,1,0
0,592,2,168,365,0,1,0
0,592,5,168,212,2,0,0
0,592,4,216,147,3,0,0
0,592,6,85,375,1,1,0
0,592,3,181,86,3,0,1
0,593,1,117,374,1,1,0
0,593,2,168,365,0,1,0
0,593,5,168,209,4,0,0
0,593,4,216,149,1,0,0
0,593,6,85,375,1,1,0
0,593,3,180,84,1,0,1
0,594,1,117,374,1,1,0
0,594,2,168,365,0,1,0
0,594,5,166,207,3,0,0
0,594,4,216,150,1,0,0
0,594,6,85,376,0,1,0
0,594,3,180,83,0,0,1
0,595,1,118,374,1,1,0
0,595,2,168,365,0,1,0
0,595,5,165,208,2,0,0
0,595,4,216,150,0,0,0
0,595,6,84,375,1,1,0
0,595,3,180,81,2,0,1
0,596,1,118,373,3,1,0
0,596,2,167,365,0,1,0
0,596,5,165,207,0,0,0
0,596,4,216,151,1,0,0
0,596,6,84,375,1,1,0
0,596,3,179,78,1,0,1
0,597,1,119,373,1,1,0
0,597,2,167,365,0,1,0
0,597,5,165,208,0,0,0
0,597,4,218,153,2,0,0
0,597,6,84,375,0,1,0
0,597,3,180,78,0,0,1
0,598,1,119,374,2,1,0
0,598,2,168,365,0,1,0
0,598,5,165,207,1,0,0
0,598,4,219,153,2,0,0
0,598,6,84,375,0,1,0
0,598,3,180,79,1,0,1
0,599,1,120,375,1,1,0
0,599,2,168,365,0,1,0
0,599,5,164,206,1,0,0
0,599,4,220,154,2,0,0
0,599,6,85,376,2,1,0
0,599,3,180,78,0,0,1
0,600,1,121,376,2,1,0
0,600,2,168,365,0,1,0
0,600,5,163,205,1,0,0
0,600,4,219,154,1,0,0
0,600,6,85,377,2,1,0
0,600,3,181,79,0,0,1
0,601,1,121,376,1,1,0
0,601,2,168,365,0,1,0
0,601,5,163,207,2,0,0
0,601,4,218,151,3,0,0
0,601,6,85,376,2,1,0
0,601,3,182,84,4,0,1
0,602,1,121,376,0,1,0
0,602,2,167,365,0,1,0
0,602,5,163,207,0,0,0
0,602,4,217,141,10,0,0
0,602,6,85,376,0,1,0
0,602,3,185,90,5,0,1
0,603,1,121,376,0,1,0
0,603,2,167,365,0,1,0
0,603,5,163,207,0,0,0
0,603,4,217,137,3,0,0
0,603,6,85,376,0,1,0
0,603,3,185,92,1,0,1
0,604,1,121,376,0,1,0
0,604,2,168,365,0,1,0
0,604,5,163,207,0,0,0
0,604,4,217,137,0,0,0
0,604,6,85,376,0,1,0
0,604,3,183,91,2,0,1
0,605,1,121,376,0,1,0
0,605,2,168,365,0,1,0
0,605,5,163,206,1,0,0
0,605,4,218,138,0,0,0
0,605,6,85,375,1,1,0
0,605,3,182,90,1,0,1
0,606,1,121,377,0,1,0
0,606,2,168,365,0,1,0
0,606,5,163,205,1,0,0
0,606,4,218,138,0,0,0
0,606,6,85,375,0,1,0
0,606,3,181,90,0,0,1
0,607,1,121,377,0,1,0
0,607,2,167,365,1,1,0
0,607,5,163,205,1,0,0
0,607,4,218,138,0,0,0
0,607,6,85,376,1,1,0
0,607,3,182,91,0,0,1
0,608,1,121,377,0,1,0
0,608,2,167,365,0,1,0
0,608,5,163,205,0,0,0
0,608,4,218,138,1,0,0
0,608,6,85,376,0,1,0
0,608,3,182,92,0,0,1
0,609,1,121,376,0,1,0
0,609,2,167,365,0,1,0
0,609,5,162,204,2,0,0
0,609,4,218,138,0,0,0
0,609,6,85,376,1,1,0
0,609,3,182,92,0,0,1
0,610,1,121,376,0,1,0
0,610,2,167,365,0,1,0
0,610,5,161,199,5,0,0
0,610,4,217,138,0,0,0
0,610,6,85,377,0,1,0
0,610,3,182,93,0,0,1
