,frame,cow_id,xc,yc,distance,meal,water
0,242,1,109,358,0,1,0
0,242,2,163,355,0,1,0
0,242,5,290,336,1,0,0
0,242,6,220,379,0,1,0
0,242,3,222,321,0,0,0
0,243,1,109,358,0,1,0
0,243,2,163,355,0,1,0
0,243,5,290,336,1,0,0
0,243,6,219,379,0,1,0
0,243,3,221,320,1,0,0
0,244,1,110,358,0,1,0
0,244,2,163,355,0,1,0
0,244,5,291,336,1,0,0
0,244,6,219,379,0,1,0
0,244,3,221,321,0,0,0
0,245,1,110,358,1,1,0
0,245,2,163,355,1,1,0
0,245,5,291,336,0,0,0
0,245,6,219,379,0,1,0
0,245,3,221,322,2,0,0
0,246,1,110,358,0,1,0
0,246,2,163,355,0,1,0
0,246,5,291,336,1,0,0
0,246,6,219,379,0,1,0
0,246,3,221,322,1,0,0
0,247,1,110,358,0,1,0
0,247,2,163,355,0,1,0
0,247,5,291,336,0,0,0
0,247,6,219,379,0,1,0
0,247,3,221,323,0,0,0
0,248,1,110,358,0,1,0
0,248,2,163,356,0,1,0
0,248,5,291,337,1,0,0
0,248,6,219,378,0,1,0
0,248,3,222,323,0,0,0
0,249,1,110,357,0,1,0
0,249,2,163,356,0,1,0
0,249,5,291,337,0,0,0
0,249,6,219,378,0,1,0
0,249,3,222,323,0,0,0
0,250,1,109,358,0,1,0
0,250,2,163,356,0,1,0
0,250,5,290,337,1,0,0
0,250,6,219,378,0,1,0
0,250,3,221,323,0,0,0
0,251,1,109,357,0,1,0
0,251,2,163,356,0,1,0
0,251,5,290,337,1,0,0
0,251,6,219,378,0,1,0
0,251,3,221,323,0,0,0
0,252,1,109,357,0,1,0
0,252,2,163,356,0,1,0
0,252,5,290,338,1,0,0
0,252,6,219,378,0,1,0
0,252,3,221,323,0,0,0
0,253,1,109,357,0,1,0
0,253,2,163,356,0,1,0
0,253,5,290,338,1,0,0
0,253,6,219,378,1,1,0
0,253,3,221,323,0,0,0
0,254,1,109,357,0,1,0
0,254,2,163,356,0,1,0
0,254,5,291,339,1,0,0
0,254,6,220,378,0,1,0
0,254,3,221,322,1,0,0
0,255,1,109,357,0,1,0
0,255,2,163,355,0,1,0
0,255,5,291,338,1,0,0
0,255,6,220,378,1,1,0
0,255,3,221,322,0,0,0
0,256,1,109,357,1,1,0
0,256,2,163,356,0,1,0
0,256,5,290,338,1,0,0
0,256,6,221,378,2,1,0
0,256,3,220,322,2,0,0
0,257,1,108,357,1,1,0
0,257,2,163,355,1,1,0
0,257,5,290,339,1,0,0
0,257,6,221,378,0,1,0
0,258,1,108,356,0,1,0
0,258,2,163,356,0,1,0
0,258,5,291,339,0,0,0
0,258,6,221,377,2,1,0
0,259,1,108,356,0,1,0
0,259,2,163,355,0,1,0
0,259,5,290,339,1,0,0
0,259,6,221,377,1,1,0
0,260,1,108,356,0,1,0
0,260,2,163,355,0,1,0
0,260,5,291,339,1,0,0
0,260,6,222,377,0,1,0
0,261,1,108,356,0,1,0
0,261,2,163,355,0,1,0
0,261,5,291,339,0,0,0
0,261,6,222,377,0,1,0
0,262,1,109,356,1,1,0
0,262,2,163,356,0,1,0
0,262,5,290,339,1,0,0
0,262,6,222,377,0,1,0
0,263,1,109,357,1,1,0
0,263,2,163,356,0,1,0
0,263,5,289,339,3,0,0
0,263,6,222,377,0,1,0
0,264,1,109,357,0,1,0
0,264,2,163,355,1,1,0
0,264,5,290,339,1,0,0
0,264,6,222,378,0,1,0
0,265,1,109,357,0,1,0
0,265,2,162,355,1,1,0
0,265,5,290,339,1,0,0
0,265,6,222,378,0,1,0
0,266,1,108,357,0,1,0
0,266,2,162,355,0,1,0
0,266,5,291,339,2,0,0
0,266,6,222,378,0,1,0
0,267,1,108,357,0,1,0
0,267,2,162,355,0,1,0
0,267,5,291,339,0,0,0
0,267,6,222,378,0,1,0
0,268,1,108,357,0,1,0
0,268,2,162,355,0,1,0
0,268,5,291,339,2,0,0
0,268,6,222,378,0,1,0
0,268,3,226,318,0,0,0
0,269,1,109,358,1,1,0
0,269,2,162,355,0,1,0
0,269,5,292,340,1,0,0
0,269,6,222,378,0,1,0
0,269,3,226,318,0,0,0
0,270,1,108,357,0,1,0
0,270,2,162,355,0,1,0
0,270,5,292,339,2,0,0
0,270,6,222,379,1,1,0
0,270,3,226,317,1,0,0
0,271,1,108,357,2,1,0
0,271,2,163,355,1,1,0
0,271,5,292,339,2,0,0
0,271,6,222,379,0,1,0
0,271,3,226,317,1,0,0
0,272,1,108,356,1,1,0
0,272,2,163,355,0,1,0
0,272,5,293,339,1,0,0
0,272,6,221,379,0,1,0
0,272,3,226,316,0,0,0
0,273,1,108,356,0,1,0
0,273,2,163,355,0,1,0
0,273,5,293,338,1,0,0
0,273,6,221,379,1,1,0
0,273,3,225,316,0,0,0
0,274,1,109,356,0,1,0
0,274,2,162,355,1,1,0
0,274,5,293,338,0,0,0
0,274,6,221,379,1,1,0
0,274,3,226,317,0,0,0
0,275,1,108,356,0,1,0
0,275,2,162,355,1,1,0
0,275,5,293,338,1,0,0
0,275,6,220,379,1,1,0
0,275,3,225,317,0,0,0
0,276,1,109,356,0,1,0
0,276,2,162,355,0,1,0
0,276,5,293,339,1,0,0
0,276,6,220,379,1,1,0
0,276,3,225,317,0,0,0
0,277,1,109,356,0,1,0
0,277,2,161,355,0,1,0
0,277,5,293,339,1,0,0
0,277,6,220,379,1,1,0
0,277,3,225,317,0,0,0
0,278,1,109,356,0,1,0
0,278,2,161,355,0,1,0
0,278,5,293,340,1,0,0
0,278,3,225,317,0,0,0
0,279,1,109,356,0,1,0
0,279,2,161,355,0,1,0
0,279,5,293,340,0,0,0
0,279,3,225,317,0,0,0
0,279,6,219,379,0,1,0
0,280,1,109,356,0,1,0
0,280,2,161,355,0,1,0
0,280,5,293,340,0,0,0
0,280,3,225,318,0,0,0
0,280,6,219,379,0,1,0
0,281,1,109,356,0,1,0
0,281,2,161,355,0,1,0
0,281,5,293,341,0,0,0
0,281,3,225,318,0,0,0
0,281,6,219,379,0,1,0
0,282,1,109,356,0,1,0
0,282,2,161,355,0,1,0
0,282,5,294,340,0,0,0
0,282,3,225,318,0,0,0
0,282,6,219,379,1,1,0
0,283,1,109,357,0,1,0
0,283,2,160,355,1,1,0
0,283,5,294,340,0,0,0
0,283,3,225,318,1,0,0
0,284,1,109,356,0,1,0
0,284,2,161,355,0,1,0
0,284,5,294,341,1,0,0
0,284,3,225,317,1,0,0
0,284,6,219,379,0,1,0
0,285,1,109,356,0,1,0
0,285,2,161,355,0,1,0
0,285,5,294,341,0,0,0
0,285,3,225,317,0,0,0
0,285,6,218,379,1,1,0
0,286,1,109,357,0,1,0
0,286,2,161,355,0,1,0
0,286,5,294,340,0,0,0
0,286,3,224,316,2,0,0
0,286,6,218,379,0,1,0
0,287,1,109,356,0,1,0
0,287,2,161,355,0,1,0
0,287,5,293,340,1,0,0
0,287,3,224,316,1,0,0
0,287,6,218,379,0,1,0
0,288,1,109,356,0,1,0
0,288,2,161,355,0,1,0
0,288,5,293,339,1,0,0
0,288,3,224,316,1,0,0
0,288,6,218,379,0,1,0
0,289,1,109,356,0,1,0
0,289,2,161,355,0,1,0
0,289,5,293,339,0,0,0
0,289,3,223,316,0,0,0
0,289,6,218,379,0,1,0
0,290,1,109,356,1,1,0
0,290,2,161,355,0,1,0
0,290,5,293,339,0,0,0
0,290,3,223,316,0,0,0
0,290,6,218,379,0,1,0
0,291,1,109,356,0,1,0
0,291,2,160,355,1,1,0
0,291,5,293,339,1,0,0
0,291,3,223,315,1,0,0
0,291,6,218,379,0,1,0
0,292,1,109,355,0,1,0
0,292,2,160,355,0,1,0
0,292,5,292,338,1,0,0
0,292,3,223,316,1,0,0
0,292,6,218,379,0,1,0
0,293,1,109,355,0,1,0
0,293,2,160,355,0,1,0
0,293,5,292,338,0,0,0
0,293,3,223,316,1,0,0
0,293,6,218,379,0,1,0
0,294,1,109,356,0,1,0
0,294,2,160,355,0,1,0
0,294,5,293,339,2,0,0
0,294,3,223,316,0,0,0
0,294,6,219,379,0,1,0
0,295,1,109,356,0,1,0
0,295,2,160,355,0,1,0
0,295,5,293,339,1,0,0
0,295,3,223,316,0,0,0
0,295,6,219,379,0,1,0
0,296,1,109,356,0,1,0
0,296,2,161,355,0,1,0
0,296,5,293,339,1,0,0
0,296,3,223,316,0,0,0
0,296,6,219,379,0,1,0
0,297,1,109,356,0,1,0
0,297,2,161,355,0,1,0
0,297,5,293,341,3,0,0
0,297,3,223,316,1,0,0
0,297,6,219,379,0,1,0
0,298,1,109,356,0,1,0
0,298,2,161,357,3,1,0
0,298,5,293,341,1,0,0
0,298,3,223,316,0,0,0
0,298,6,219,379,0,1,0
0,299,1,109,356,0,1,0
0,299,2,161,357,2,1,0
0,299,5,292,341,1,0,0
0,299,3,223,317,1,0,0
0,299,6,219,379,0,1,0
0,300,1,109,356,0,1,0
0,300,2,161,358,1,1,0
0,300,5,292,341,1,0,0
0,300,3,223,317,0,0,0
0,300,6,219,379,0,1,0
0,301,1,109,356,0,1,0
0,301,2,161,358,0,1,0
0,301,5,292,340,2,0,0
0,301,3,223,317,0,0,0
0,301,6,219,379,0,1,0
0,302,1,109,356,0,1,0
0,302,2,161,358,0,1,0
0,302,5,291,339,1,0,0
0,302,3,223,317,0,0,0
0,302,6,219,379,0,1,0
0,303,1,109,356,0,1,0
0,303,2,161,358,0,1,0
0,303,5,291,339,1,0,0
0,303,3,223,317,0,0,0
0,303,6,219,379,0,1,0
0,304,1,109,356,0,1,0
0,304,2,161,358,0,1,0
0,304,5,291,339,0,0,0
0,304,3,223,317,0,0,0
0,304,6,219,379,0,1,0
0,305,1,110,357,2,1,0
0,305,2,161,356,3,1,0
0,305,5,291,337,3,0,0
0,305,3,222,316,1,0,0
0,305,6,219,379,0,1,0
0,306,1,110,357,0,1,0
0,306,2,161,356,1,1,0
0,306,5,290,337,1,0,0
0,306,3,222,317,0,0,0
0,307,1,111,358,0,1,0
0,307,2,161,356,0,1,0
0,307,5,291,338,1,0,0
0,307,3,222,316,0,0,0
0,307,6,219,380,0,1,0
0,308,1,111,358,1,1,0
0,308,2,161,356,0,1,0
0,308,5,291,339,3,0,0
0,308,3,222,316,0,0,0
0,308,6,219,379,0,1,0
0,309,1,111,359,0,1,0
0,309,2,161,356,0,1,0
0,309,5,291,340,2,0,0
0,309,3,222,316,0,0,0
0,309,6,219,379,0,1,0
0,310,1,112,359,1,1,0
0,310,2,161,356,0,1,0
0,310,5,291,341,2,0,0
0,310,3,222,316,0,0,0
0,310,6,219,379,0,1,0
0,311,1,112,359,1,1,0
0,311,2,161,356,0,1,0
0,311,5,292,341,2,0,0
0,311,3,222,315,1,0,0
0,311,6,219,379,0,1,0
0,312,1,112,360,1,1,0
0,312,2,162,356,0,1,0
0,312,5,292,341,1,0,0
0,312,3,222,315,0,0,0
0,312,6,219,380,0,1,0
0,313,1,113,361,2,1,0
0,313,2,161,356,0,1,0
0,313,5,293,341,0,0,0
0,313,3,222,315,0,0,0
0,313,6,219,380,0,1,0
0,314,1,114,362,2,1,0
0,314,2,162,356,0,1,0
0,314,5,293,341,2,0,0
0,314,3,222,316,0,0,0
0,315,1,114,363,2,1,0
0,315,2,161,358,5,1,0
0,315,5,294,340,2,0,0
0,315,3,222,316,0,0,0
0,316,1,115,363,1,1,0
0,316,2,161,356,4,1,0
0,316,5,294,340,1,0,0
0,316,3,222,316,1,0,0
0,317,1,115,363,1,1,0
0,317,2,161,356,1,1,0
0,317,5,294,339,2,0,0
0,317,3,222,317,1,0,0
0,318,1,115,363,1,1,0
0,318,2,161,356,0,1,0
0,318,5,294,339,1,0,0
0,318,3,222,318,2,0,0
0,319,1,115,364,0,1,0
0,319,2,161,355,0,1,0
0,319,5,294,339,0,0,0
0,319,3,222,318,0,0,0
0,319,6,219,379,0,1,0
0,320,1,116,364,0,1,0
0,320,2,161,355,0,1,0
0,320,5,294,338,0,0,0
0,320,3,222,318,0,0,0
0,320,6,219,379,0,1,0
0,323,1,119,372,22,1,0
0,323,2,164,361,14,1,0
0,324,1,121,375,7,1,0
0,324,2,164,363,5,1,0
0,324,3,198,166,0,0,0
0,324,4,117,97,0,0,1
0,324,5,264,352,0,0,0
0,325,1,121,377,5,1,0
0,325,2,164,363,0,1,0
0,325,3,197,165,0,0,0
0,325,4,118,95,2,0,1
0,325,5,264,351,2,0,0
0,326,1,121,377,0,1,0
0,326,2,165,365,3,1,0
0,326,3,197,165,1,0,0
0,326,4,118,93,2,0,1
0,326,5,264,351,0,0,0
0,327,1,122,377,1,1,0
0,327,2,165,365,0,1,0
0,327,3,197,166,1,0,0
0,327,4,118,92,0,0,1
0,327,5,264,351,0,0,0
0,328,1,121,377,1,1,0
0,328,2,165,364,2,1,0
0,328,3,195,164,2,0,0
0,328,4,118,93,0,0,1
0,328,5,264,350,2,0,0
0,329,1,121,377,0,1,0
0,329,2,165,364,0,1,0
0,329,3,195,161,2,0,0
0,329,4,117,93,1,0,1
0,329,5,264,349,1,0,0
0,330,1,121,377,1,1,0
0,330,2,165,364,1,1,0
0,330,3,194,157,4,0,0
0,330,4,116,92,0,0,1
0,330,5,263,348,2,0,0
0,331,1,122,376,3,1,0
0,331,2,165,363,0,1,0
0,331,3,191,150,7,0,0
0,331,4,117,90,3,0,1
0,331,5,263,347,3,0,0
0,332,1,121,377,1,1,0
0,332,2,165,364,0,1,0
0,332,3,190,148,2,0,0
0,332,4,118,88,2,0,1
0,332,5,263,348,0,0,0
0,333,1,121,377,0,1,0
0,333,2,165,364,0,1,0
0,333,3,189,146,2,0,0
0,333,4,118,88,0,0,1
0,333,5,263,348,0,0,0
0,334,1,121,376,2,1,0
0,334,2,165,364,0,1,0
0,334,3,189,148,1,0,0
0,334,4,119,85,2,0,1
0,334,5,263,347,3,0,0
0,335,1,121,376,1,1,0
0,335,2,165,364,1,1,0
0,335,3,189,150,2,0,0
0,335,4,119,86,0,0,1
0,335,5,263,346,2,0,0
0,336,1,121,375,0,1,0
0,336,2,165,364,1,1,0
0,336,3,188,149,1,0,0
0,336,4,122,87,3,0,1
0,336,5,263,346,1,0,0
0,337,1,121,376,0,1,0
0,337,2,165,363,0,1,0
0,337,3,188,146,2,0,0
0,337,4,123,87,2,0,1
0,337,5,263,345,2,0,0
0,338,1,121,376,1,1,0
0,338,2,165,364,0,1,0
0,338,3,188,147,0,0,0
0,338,4,124,87,2,0,1
0,338,5,262,343,4,0,0
0,339,1,121,377,4,1,0
0,339,2,165,364,0,1,0
0,339,3,188,145,2,0,0
0,339,4,126,87,3,0,1
0,339,5,262,343,2,0,0
0,340,1,121,377,1,1,0
0,340,2,164,363,1,1,0
0,340,3,186,142,3,0,0
0,340,4,128,87,3,0,1
0,340,5,262,343,1,0,0
0,341,1,121,377,0,1,0
0,341,2,164,363,0,1,0
0,341,3,186,142,1,0,0
0,341,4,128,87,0,0,1
0,341,5,261,343,1,0,0
0,342,1,120,377,1,1,0
0,342,2,164,362,1,1,0
0,342,3,186,139,2,0,0
0,342,4,128,87,0,0,1
0,342,5,262,342,1,0,0
0,343,1,120,377,0,1,0
0,343,2,164,363,0,1,0
0,343,3,186,139,0,0,0
0,343,4,128,86,0,0,1
0,343,5,261,342,1,0,0
0,344,1,120,377,0,1,0
0,344,2,164,363,0,1,0
0,344,3,187,140,2,0,0
0,344,4,129,87,0,0,1
0,344,5,261,341,1,0,0
0,345,1,120,377,1,1,0
0,345,2,164,363,0,1,0
0,345,3,187,139,1,0,0
0,345,4,129,87,0,0,1
0,345,5,261,340,3,0,0
0,346,1,121,377,1,1,0
0,346,2,164,362,0,1,0
0,346,3,186,137,2,0,0
0,346,4,131,88,2,0,1
0,346,5,261,341,3,0,0
0,347,1,121,377,0,1,0
0,347,2,164,362,0,1,0
0,347,3,186,138,0,0,0
0,347,4,133,89,3,0,1
0,347,5,260,341,2,0,0
0,348,1,121,377,0,1,0
0,348,2,163,362,1,1,0
0,348,3,187,139,1,0,0
0,348,4,133,88,0,0,1
0,348,5,260,341,1,0,0
0,349,1,121,377,0,1,0
0,349,2,163,362,0,1,0
0,349,3,188,139,2,0,0
0,349,4,132,86,1,0,1
0,349,5,260,341,0,0,0
0,350,1,122,377,1,1,0
0,350,2,163,362,0,1,0
0,350,3,189,141,2,0,0
0,350,4,132,86,0,0,1
0,350,5,260,340,2,0,0
0,351,1,121,377,3,1,0
0,351,2,163,362,0,1,0
0,351,3,191,142,3,0,0
0,351,4,132,85,0,0,1
0,351,5,260,340,0,0,0
0,352,1,120,377,1,1,0
0,352,2,163,362,0,1,0
0,352,3,192,142,1,0,0
0,352,4,131,84,1,0,1
0,352,5,259,340,0,0,0
0,353,1,121,378,3,1,0
0,353,2,163,362,0,1,0
0,353,3,192,142,0,0,0
0,353,4,131,84,0,0,1
0,353,5,259,339,3,0,0
0,354,1,122,377,1,1,0
0,354,2,163,362,0,1,0
0,354,3,192,140,2,0,0
0,354,4,131,82,1,0,1
0,354,5,259,338,1,0,0
0,355,1,122,377,1,1,0
0,355,2,163,362,0,1,0
0,355,3,192,137,3,0,0
0,355,4,133,82,2,0,1
0,355,5,259,337,1,0,0
0,356,1,121,377,3,1,0
0,356,2,163,362,0,1,0
0,356,3,192,135,1,0,0
0,356,4,132,81,0,0,1
0,356,5,259,336,2,0,0
0,357,1,121,376,1,1,0
0,357,2,163,362,0,1,0
0,357,3,193,135,1,0,0
0,357,4,132,80,1,0,1
0,357,5,257,334,7,0,0
0,358,1,121,376,0,1,0
0,358,2,163,362,0,1,0
0,358,3,193,133,2,0,0
0,358,4,134,81,3,0,1
0,358,5,256,333,3,0,0
0,359,1,121,377,0,1,0
0,359,2,163,362,0,1,0
0,359,3,194,134,1,0,0
0,359,4,136,81,3,0,1
0,359,5,256,333,1,0,0
0,360,1,121,377,1,1,0
0,360,2,163,362,0,1,0
0,360,3,194,136,1,0,0
0,360,4,139,82,3,0,1
0,360,5,255,333,2,0,0
0,361,1,121,377,1,1,0
0,361,2,163,362,0,1,0
0,361,3,194,139,2,0,0
0,361,4,144,85,8,0,1
0,361,5,254,333,3,0,0
0,362,1,121,377,0,1,0
0,362,2,163,361,1,1,0
0,362,4,152,96,12,0,1
0,362,5,254,333,1,0,0
0,363,1,121,377,0,1,0
0,363,2,162,361,1,1,0
0,363,4,155,101,6,0,1
0,363,5,253,332,3,0,0
0,364,1,121,378,1,1,0
0,364,2,162,361,0,1,0
0,364,4,158,104,3,0,0
0,364,5,253,332,0,0,0
0,365,1,121,378,0,1,0
0,365,2,163,362,2,1,0
0,365,4,160,105,2,0,0
0,365,5,252,331,1,0,0
0,366,1,121,377,1,1,0
0,366,2,163,362,0,1,0
0,366,4,159,105,0,0,0
0,366,5,252,331,2,0,0
0,367,1,121,377,0,1,0
0,367,2,163,362,0,1,0
0,367,4,161,107,2,0,0
0,367,5,251,331,1,0,0
0,368,1,121,377,0,1,0
0,368,2,164,362,1,1,0
0,368,4,162,107,1,0,0
0,368,5,251,331,1,0,0
0,369,1,121,377,0,1,0
0,369,2,164,362,0,1,0
0,369,4,162,105,1,0,0
0,369,5,251,331,0,0,0
0,370,1,121,377,1,1,0
0,370,2,164,362,0,1,0
0,370,4,158,94,9,0,1
0,370,5,251,331,0,0,0
0,370,3,195,140,0,0,0
0,371,1,121,377,0,1,0
0,371,2,164,362,0,1,0
0,371,4,159,93,1,0,1
0,371,5,251,331,0,0,0
0,371,3,191,138,6,0,0
0,372,1,122,377,0,1,0
0,372,2,164,362,0,1,0
0,372,4,160,94,1,0,1
0,372,5,251,332,1,0,0
0,372,3,190,138,2,0,0
0,373,1,121,377,1,1,0
0,373,2,164,362,0,1,0
0,373,4,161,95,1,0,1
0,373,5,251,331,0,0,0
0,373,3,189,137,0,0,0
0,374,1,121,377,1,1,0
0,374,2,164,362,0,1,0
0,374,4,159,90,3,0,1
0,374,5,250,330,3,0,0
0,374,3,193,140,5,0,0
0,375,1,121,377,1,1,0
0,375,2,164,363,0,1,0
0,375,4,161,94,2,0,1
0,375,5,250,330,1,0,0
0,375,3,191,139,2,0,0
0,376,1,121,377,0,1,0
0,376,2,164,362,0,1,0
0,376,4,159,89,4,0,1
0,376,5,249,328,4,0,0
0,376,3,194,140,4,0,0
0,377,1,122,377,4,1,0
0,377,2,164,362,0,1,0
0,377,4,161,91,2,0,1
0,377,5,249,327,3,0,0
0,377,3,193,139,1,0,0
0,378,1,122,377,1,1,0
0,378,2,165,362,1,1,0
0,378,4,162,92,2,0,1
0,378,5,248,326,2,0,0
0,378,3,193,138,1,0,0
0,379,1,122,377,0,1,0
0,379,2,165,362,0,1,0
0,379,4,165,97,4,0,1
0,379,5,248,325,2,0,0
0,380,1,121,376,3,1,0
0,380,2,165,362,0,1,0
0,380,4,166,96,2,0,1
0,380,5,248,324,2,0,0
0,381,1,121,375,2,1,0
0,381,2,164,362,0,1,0
0,381,4,165,90,5,0,1
0,381,5,247,322,4,0,0
0,381,3,193,138,0,0,0
0,382,1,121,375,2,1,0
0,382,2,165,363,2,1,0
0,382,4,167,89,3,0,1
0,382,5,247,322,0,0,0
0,382,3,193,135,2,0,0
0,383,1,122,375,0,1,0
0,383,2,165,363,0,1,0
0,383,4,169,95,5,0,1
0,383,5,247,322,1,0,0
0,383,3,196,136,4,0,0
0,384,1,121,375,2,1,0
0,384,2,165,363,0,1,0
0,384,4,172,100,5,0,1
0,384,5,247,323,1,0,0
0,384,3,197,136,2,0,0
0,385,1,120,374,1,1,0
0,385,2,165,363,1,1,0
0,385,4,174,100,2,0,1
0,385,5,247,323,0,0,0
0,385,3,198,139,2,0,0
0,386,1,119,374,2,1,0
0,386,2,164,363,1,1,0
0,386,4,175,101,2,0,1
0,386,5,247,322,2,0,0
0,386,3,198,140,0,0,0
0,387,1,120,373,2,1,0
0,387,2,165,363,0,1,0
0,387,4,174,95,5,0,1
0,387,5,247,320,3,0,0
0,387,3,198,140,0,0,0
0,388,1,120,373,1,1,0
0,388,2,165,363,0,1,0
0,388,4,175,99,3,0,1
0,388,5,247,320,0,0,0
0,389,1,120,373,0,1,0
0,389,2,165,364,0,1,0
0,389,4,184,110,14,0,0
0,389,5,247,320,1,0,0
0,390,1,120,373,0,1,0
0,390,2,165,364,0,1,0
0,390,4,187,114,5,0,0
0,390,5,247,319,1,0,0
0,391,1,120,372,2,1,0
0,391,2,165,363,0,1,0
0,391,4,180,89,22,0,1
0,391,5,247,320,0,0,0
0,391,3,196,131,0,0,0
0,392,1,120,372,1,1,0
0,392,2,164,363,0,1,0
0,392,5,247,320,1,0,0
0,392,3,191,120,11,0,0
0,393,1,120,371,1,1,0
0,393,2,164,363,0,1,0
0,393,5,246,320,0,0,0
0,393,3,190,116,3,0,0
0,394,1,119,371,1,1,0
0,394,2,164,363,0,1,0
0,394,5,246,319,1,0,0
0,394,3,191,117,0,0,0
0,395,1,119,370,1,1,0
0,395,2,164,363,0,1,0
0,395,5,246,319,0,0,0
0,395,3,192,117,1,0,0
0,396,1,119,370,1,1,0
0,396,2,164,362,1,1,0
0,396,5,246,319,0,0,0
0,396,3,192,118,0,0,0
0,397,1,119,370,0,1,0
0,397,2,164,362,0,1,0
0,397,5,246,320,1,0,0
0,397,3,192,118,0,0,0
0,398,1,119,369,2,1,0
0,398,2,164,362,0,1,0
0,398,5,246,320,1,0,0
0,398,3,191,117,0,0,0
0,399,1,119,368,1,1,0
0,399,2,164,363,1,1,0
0,399,5,246,321,0,0,0
0,399,3,193,117,2,0,0
0,400,1,119,368,0,1,0
0,400,2,165,363,0,1,0
0,400,5,246,320,1,0,0
0,400,3,194,116,2,0,0
0,401,1,118,368,1,1,0
0,401,2,164,363,0,1,0
0,401,5,246,320,0,0,0
0,401,3,194,116,0,0,0
0,402,1,118,368,0,1,0
0,402,2,164,362,0,1,0
0,402,5,246,321,1,0,0
0,402,3,195,115,1,0,0
0,403,1,118,368,1,1,0
0,403,2,164,362,0,1,0
0,403,5,245,320,1,0,0
0,403,3,195,114,1,0,0
0,404,1,118,369,1,1,0
0,404,2,164,362,1,1,0
0,404,5,245,320,0,0,0
0,404,3,195,114,0,0,0
0,405,1,118,368,1,1,0
0,405,2,164,362,0,1,0
0,405,5,245,320,1,0,0
0,405,3,195,114,0,0,0
0,406,1,118,368,1,1,0
0,406,2,164,362,0,1,0
0,406,5,245,319,1,0,0
0,406,3,195,113,0,0,0
0,407,1,118,369,1,1,0
0,407,2,164,362,0,1,0
0,407,5,244,317,5,0,0
0,407,3,196,114,0,0,0
0,408,1,118,369,0,1,0
0,408,2,164,362,0,1,0
0,408,5,244,316,1,0,0
0,408,3,195,114,0,0,0
0,409,1,118,368,2,1,0
0,409,2,164,362,0,1,0
0,409,5,243,316,1,0,0
0,409,3,195,114,0,0,0
0,410,1,118,369,2,1,0
0,410,2,164,362,0,1,0
0,410,5,243,314,3,0,0
0,410,3,195,114,0,0,0
0,411,1,118,369,0,1,0
0,411,2,164,362,1,1,0
0,411,5,242,314,1,0,0
0,411,3,195,114,0,0,0
0,412,1,118,368,1,1,0
0,412,2,164,362,0,1,0
0,412,5,242,313,2,0,0
0,412,3,196,114,0,0,0
0,413,1,117,368,1,1,0
0,413,2,164,362,1,1,0
0,413,5,241,312,1,0,0
0,413,3,196,113,0,0,0
0,414,1,117,368,0,1,0
0,414,2,165,363,1,1,0
0,414,5,241,312,1,0,0
0,414,3,196,114,0,0,0
0,415,1,115,365,8,1,0
0,415,2,164,362,1,1,0
0,415,5,241,312,1,0,0
0,415,3,196,113,0,0,0
0,416,1,114,363,3,1,0
0,416,2,164,363,0,1,0
0,416,5,240,311,1,0,0
0,416,3,195,113,0,0,0
0,417,1,114,363,1,1,0
0,417,2,164,363,1,1,0
0,417,5,240,311,1,0,0
0,417,3,195,113,0,0,0
0,418,1,114,363,0,1,0
0,418,2,165,363,0,1,0
0,418,5,240,310,1,0,0
0,418,3,195,113,0,0,0
0,419,1,114,363,0,1,0
0,419,2,165,363,0,1,0
0,419,5,240,309,2,0,0
0,419,3,194,112,1,0,0
0,420,1,113,363,1,1,0
0,420,2,165,364,1,1,0
0,420,5,239,308,2,0,0
0,420,3,194,112,0,0,0
0,421,1,113,363,1,1,0
0,421,2,165,363,1,1,0
0,421,5,238,307,2,0,0
0,421,3,193,112,1,0,0
0,422,1,112,362,0,1,0
0,422,2,165,364,1,1,0
0,422,5,238,306,1,0,0
0,422,3,192,111,1,0,0
0,423,1,112,362,0,1,0
0,423,2,165,363,1,1,0
0,423,5,238,306,1,0,0
0,423,3,192,112,0,0,0
0,424,1,112,362,0,1,0
0,424,2,164,363,1,1,0
0,424,5,237,305,2,0,0
0,424,3,191,112,1,0,0
0,425,1,112,362,0,1,0
0,425,2,164,363,0,1,0
0,425,5,237,305,1,0,0
0,425,3,191,112,0,0,0
0,426,1,112,362,1,1,0
0,426,2,164,363,0,1,0
0,426,5,236,304,2,0,0
0,426,3,191,111,0,0,0
0,427,1,112,362,0,1,0
0,427,2,165,363,1,1,0
0,427,5,236,303,1,0,0
0,427,3,190,112,1,0,0
0,428,1,112,362,0,1,0
0,428,2,165,363,0,1,0
0,428,5,236,302,2,0,0
0,428,3,189,112,1,0,0
0,429,1,112,362,0,1,0
0,429,2,165,364,1,1,0
0,429,5,235,301,1,0,0
0,429,3,189,112,0,0,0
0,430,1,112,362,0,1,0
0,430,2,165,364,0,1,0
0,430,5,234,299,3,0,0
0,430,3,188,111,0,0,0
0,431,1,111,362,0,1,0
0,431,2,165,364,0,1,0
0,431,5,234,300,0,0,0
0,431,3,188,111,1,0,0
0,432,1,112,361,1,1,0
0,432,2,165,363,0,1,0
0,432,5,234,299,1,0,0
0,432,3,188,112,0,0,0
0,433,1,112,361,0,1,0
0,433,2,165,363,0,1,0
0,433,5,234,299,0,0,0
0,433,3,187,110,1,0,0
